Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags,days_since_review,lat,lng,Reviewer_Score
Poultry 27 City of London London EC2R 8AJ United Kingdom,175,7/8/2017,9.3,The Ned, Hong Kong , The rooftop swimming pool is too small ,9,517, Very British style relaxing The spa s swimming pool is good ,13,5,"[' Leisure trip ', ' Solo traveler ', ' Double Room Medium ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",26 days,51.5135929,-0.0907833,High_Reviewer_Score
Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,241,5/17/2016,8.2,Occidental Atenea Mar Adults Only, Bahrain ,No Negative,0,2500, all was great ,5,24,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",443 day,41.4023621,2.2119049,High_Reviewer_Score
10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom,641,12/5/2015,8.7,Holiday Inn London Stratford City, United Kingdom , Very expensive for what we got,7,2130, Very clean and friendly,5,1,"[' Leisure trip ', ' Couple ', ' Twin Room Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",607 day,51.5426054,-0.0072708,Intermediate_Reviewer_Score
Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,289,7/27/2017,8.8,Capri by Fraser Barcelona, Italy , Cold enviroment,3,2988, Efficiency cleaniess location colse to public transportation,8,2,"[' Leisure trip ', ' Family with young children ', ' Deluxe One Bedroom Apartment ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",7 days,41.3976233,2.188975,Intermediate_Reviewer_Score
22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,930,12/12/2016,8.9,London Marriott Hotel West India Quay, United Kingdom , Nothing,2,2836, Staff really helpful Very comfortable room good location near transport links COYI,13,14,"[' Leisure trip ', ' Couple ', ' Deluxe King or Twin Room ', ' Stayed 1 night ']",234 day,51.5072713,-0.0211213,High_Reviewer_Score
102 Bd De Grenelle 15th arr 75015 Paris France,241,10/27/2015,8.6,Le Parisis Paris Tour Eiffel, Denmark , The breakfast was expensive and did not offer too much to choose from so the advice is to eat outside there are plenty place around the region When we arrived at 15 00 which was one hour past the check in time our room was not yet ready we had to wait and the front desk person did not even explained initially why we had to wait and after 10 minutes we asked what was taking so long and he in a very rude manner told us to be patient The room did not had an information brochure e g if you need to call to the front desk you need to magically guess that you need to dial 9 I also needed to use an iron which I had to go downstairs to get it because there was no way to know how to call front desk and the receptionist asked me to bring it back after I was done very informal hostel kind of approach so those little perks you expect to get when you go to a 4 star hotel you will not get it from this one ,193,1477, The location was good the shower and bed were very good ,13,6,"[' Leisure trip ', ' Couple ', ' Double Room with Eiffel Tower View ', ' Stayed 2 nights ']",646 day,48.8494851,2.2955063,Intermediate_Reviewer_Score
Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,61,6/26/2017,8.8,Hyatt Regency Amsterdam, United Kingdom , The hotel describes itself as a City Centre hotel and it is not It is definitely a 20 30 minute walk away from the centre and a 50 cab ride to the airport ,35,293, The comfy beds and quiet location,7,2,"[' Leisure trip ', ' Group ', ' King Room with View ', ' Stayed 2 nights ']",38 days,52.3617751,4.9118187,Intermediate_Reviewer_Score
68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,514,6/21/2017,8.2,Radisson Blu Edwardian Vanderbilt, United Kingdom ,No Negative,0,2665, The location being central to London as I am down in London regularly it was very handy,18,3,"[' Business trip ', ' Group ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",43 days,51.4953691,-0.1818966,High_Reviewer_Score
20 Warwick Street Westminster Borough London W1B 5NF United Kingdom,109,11/24/2015,8.1,Karma Sanctum Soho Hotel, Israel ,No Negative,0,423, Great location Nice approach and we ll designed rooms ,11,8,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",618 day,51.5116049,-0.1383145,High_Reviewer_Score
66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,377,6/28/2016,8.5,Kingsway Hall Hotel, United Kingdom , Noisy pub across the road,6,1363, Aircon,2,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",401 day,51.5158643,-0.1200625,Intermediate_Reviewer_Score
Bergara 2 4 Eixample 08002 Barcelona Spain,334,7/17/2016,8.5,Hotel Regina, United Kingdom , Not enough sound proof can hear how people are showering smashing doors in the middle of the night Didn t had enough rest at all ,27,2775,No Positive,0,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",382 day,41.3858891,2.1681652,Intermediate_Reviewer_Score
335 337 High Street Stratford Newham London E15 2TF United Kingdom,293,12/13/2015,9,The Westbridge Hotel, United Kingdom ,No Negative,0,1200, Perfect location for Westfield very modern facilities and nice layout Lukas on reception was so friendly on our arrival a great stay,23,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",599 day,51.5373904,-0.0023367,High_Reviewer_Score
64 Rue de l Arbre Sec 1st arr 75001 Paris France,6,10/9/2016,8.9,Boutique H tel Konfidentiel, Germany , Need self service coffee tea in room for the morning The pink Marie Antoinette on the wall takes some getting used to ,24,86, Quiet room when windows closed Each room is on its private floor Comfortable bed Ironing board Polite staff 2 min walk to the RER station in Les Halles Hundreds of restaurants and bars to choose from within walking distance ,41,12,"[' Business trip ', ' Solo traveler ', ' Large Deluxe Room ', ' Stayed 3 nights ']",298 day,48.8612535,2.3426256,Intermediate_Reviewer_Score
Schlossallee 8 14 Penzing 1140 Vienna Austria,251,7/6/2016,8.8,Austria Trend Hotel Park Royal Palace Vienna, Romania , As each time was great Great location staff breakfast cleaning parking place facilities etc etc ,17,3667, Premium ,3,26,"[' Business trip ', ' Couple ', ' Family Room with Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']",393 day,48.191339,16.3165873,High_Reviewer_Score
Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,1831,11/29/2015,8.1,Copthorne Tara Hotel London Kensington, United Kingdom , I had booked the room in advance for one night My friend and I decided to stay another night At first I was told there was none available and then the lady came back with a ridiculous price So we didnt book another night and moved hotels I asked for another body wash as there was only one in the room the lady argued with me for some time before eventually sending some up not quite sure why as having travelled for a few hours i had showered upon arrival and needed products for the next day When they arrived there was plenty I only asked for one First they didnt want to give then went over then top ,121,7105, the location was excellent The room was comfy I do like this hotel and have stayed here before,19,5,"[' Business trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",613 day,51.499046,-0.1917073,High_Reviewer_Score
17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,55,7/18/2016,7.6,Hotel La Place, United Kingdom , Tiny tiny room The size of the room not mentioned on the reservation page so imagine my surprise ,20,301, Properly equipped ,4,1,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",381 day,51.5215257,-0.1533039,Intermediate_Reviewer_Score
Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,365,9/6/2015,8.3,Lancaster London, Australia ,No Negative,0,1463, Central to trains buses Hyde Park Enjoyed calmness of public areas ,13,13,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",697 day,51.5119446,-0.179939,Intermediate_Reviewer_Score
35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,57,10/2/2016,8.6,Dukes Hotel, United States of America ,No Negative,0,210, Everything the staff was so helpful and couldn t do enough for me I would recommend this hotel ,20,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",305 day,51.5055381,-0.1396885,High_Reviewer_Score
4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom,1444,3/5/2017,7.8,Millennium Gloucester Hotel London, United Kingdom , The room was a little dated compared to the rest of the hotel but still lovely and clean Bathroom a little small,23,5726, Lovely location easy to find friendly staff and the upgrade was worth it Loads to choose from at breakfast ,21,1,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",151 day,51.4935083,-0.1834346,High_Reviewer_Score
10 Avenue D I na 16th arr 75016 Paris France,38,3/31/2017,9.3,Shangri La Hotel Paris, United States of America ,No Negative,0,174, The staff above all else We really enjoyed Valentine at the bar ,14,3,"[' Leisure trip ', ' Couple ', ' King Room with Eiffel Tower View ', ' Stayed 6 nights ']",125 day,48.8637135,2.2934759,High_Reviewer_Score
53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,364,7/12/2017,7.1,BEST WESTERN Maitrise Hotel Maida Vale, Estonia , Bad value for money thinking of the location size of the rooms the are tiny as cupboard no luggage room all bags are lying in the hallway unattended Very small and basic breakfast variety And main thing for us we had booked King Executive room which was on basement floor underground and with no window ,57,1877, Shops restaurants bus stops all just around the corner,10,3,"[' Family with young children ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",22 days,51.5366053,-0.1919832,Intermediate_Reviewer_Score
Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria,190,5/19/2016,8.5,IntercityHotel Wien, United States of America ,No Negative,0,3003, Room was very clean beds were comfortable liked the location,11,4,"[' Leisure trip ', ' Family with older children ', ' Business Apartment with Public Transport Ticket ', ' Stayed 2 nights ']",441 day,48.1965878,16.3413729,High_Reviewer_Score
Lakeside Way Brent London HA9 0BU United Kingdom,1427,11/19/2015,8.8,Hilton London Wembley, United Kingdom , On arival the receptionist was offering us another room with double bed instead of two single beds as i booked but she did not specify that the room was a room for disable persons the shower had no bath and all the water was all in the bathroom The mini fridge was off and almost empty ,58,4305, The cleaniness of the hotel was spotless everything shining On Breakfast you had all kind of food and was delicious,21,1,"[' Leisure trip ', ' Couple ', ' Twin Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",623 day,51.5576962,-0.2835263,Intermediate_Reviewer_Score
55 61 Westbourne Terrace Westminster Borough London W2 3UY United Kingdom,791,10/17/2016,7.3,Shaftesbury Premier London Paddington, Ireland , Service at breakfast was poor Bed was very soft ,11,3609, Clean room good staff ,6,5,"[' Business trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 1 night ']",290 day,51.5153672,-0.1783271,Intermediate_Reviewer_Score
Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,224,1/1/2017,8.4,Grange Holborn Hotel, Switzerland , Small bathroom,3,845, Situation calm large room spa,6,28,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",214 day,51.519616,-0.1218432,High_Reviewer_Score
Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,76,7/31/2016,8.2,Four Points Sheraton Milan Center, India , If can provide the full MILAN map instead of free partial Milan Map available ,16,740, service cleanliness,3,1,"[' Business trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 3 nights ']",368 day,45.4851889,9.198015,High_Reviewer_Score
17 rue de l Arcade 8th arr 75008 Paris France,230,3/3/2017,8.6,H tel Bedford, Greece , the staff was not very helpful in the reception I requested an invoice at my husbund s name and they denied because the reservation was at my name i changed that in Booking com and they still issued an invoice at my name having no intention to facilitate me Plus for returning customers they should have a data base we have stayed in bedford more than 10 times and this time they gave us a really mediocre room I m not asking for an upgrade but in all hotels returning customers that visit again and again the same hotels happen to have some privileges or some better renovated rooms especially when reservation was made more than 3 months before arrival ,122,1703, location is fantastic we stay many years in this hotel and the main reason is the location,18,15,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 1 night ']",153 day,48.8720593,2.3236802,Intermediate_Reviewer_Score
Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,365,9/22/2015,8.3,Lancaster London, South Africa , We found the internal noise levels too high after moving from our originally allocated room extremely noisy neighbours the replacement room was also noisy being adjacent to a service room with a lot of banging doors ,38,1463, Courteous helpful and friendly staff ,7,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Park View ', ' Stayed 7 nights ']",681 day,51.5119446,-0.179939,High_Reviewer_Score
18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,428,12/18/2016,8.6,Pullman Paris Tour Eiffel, Germany , The breakfast very poor menu,6,2764, The distance to the main site and metro,9,19,"[' Leisure trip ', ' Couple ', ' Deluxe King Room Balcony with Eiffel Tower View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",228 day,48.8555664,2.2926243,Intermediate_Reviewer_Score
Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,1831,4/18/2017,8.1,Copthorne Tara Hotel London Kensington, United Kingdom , Bed could have been wider unable to use complimentary drinks coupon as bar was shut,16,7105, Perfect for our trip,5,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",107 day,51.499046,-0.1917073,High_Reviewer_Score
